HitId,HitTitle,AcceptTime,SubmitTime,Answer 1
3UEDKCTP9VQSZE86QJFHRRFFFRL7KU,P45: emotional memory demo,Sat May 14 16:49:30 PDT 2016,Sat May 14 17:00:56 PDT 2016,"{""trials"":[],""thisList"":[""hairdryer"",""slaughter"",""fingerprint"",""romantic"",""stove"",""rape"",""prison"",""sweetheart"",""freezer"",""torture"",""rabies"",""rainbow"",""hunter"",""suicide"",""contents"",""broom"",""graduate"",""lice"",""promotion"",""treasure"",""seasick"",""vomit"",""knitting"",""kiss"",""love"",""baby"",""rejected"",""mother"",""suffocate"",""pecan"",""paradise"",""murderer"",""depression"",""curtains"",""cash"",""volcano"",""laughter"",""bumble"",""funeral"",""award"",""duct"",""coyote"",""hammer"",""miracle"",""leprosy""],""thisRetrieval"":""miracle\nle0pard\nduct\ntreasure\nrainbow\nseasick\nvomit\nmurderer\ncurtains\nhairdryer\ncoyote\nhammer\nfreezer\nbroom\nlove\nromantic\npecan\nmarriage\nmother\nrape\nblood\ntorture\n"",""theseComments"":[],""theseResults"":[1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0],""thisManip"":"""",""theseEmos"":[""neutral"",""forgotten"",""forgotten"",""positive"",""forgotten"",""negative"",""forgotten"",""forgotten"",""neutral"",""negative"",""forgotten"",""positive"",""forgotten"",""forgotten"",""forgotten"",""neutral"",""forgotten"",""forgotten"",""forgotten"",""positive"",""negative"",""negative"",""forgotten"",""forgotten"",""positive"",""forgotten"",""forgotten"",""positive"",""forgotten"",""neutral"",""forgotten"",""negative"",""forgotten"",""neutral"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""neutral"",""neutral"",""neutral"",""positive"",""forgotten""],""stimDur"":2000,""ITI"":1000,""numpos"":6,""numneg"":5,""numneut"":8}"
3UEDKCTP9VQSZE86QJFHRRFFFRL7KU,P45: emotional memory demo,Sun May 15 14:33:05 PDT 2016,Sun May 15 14:36:47 PDT 2016,"{""trials"":[],""thisList"":[""slaughter"",""sweetheart"",""pecan"",""lice"",""baby"",""coyote"",""hairdryer"",""curtains"",""contents"",""vomit"",""rape"",""seasick"",""fingerprint"",""hunter"",""freezer"",""rejected"",""hammer"",""kiss"",""award"",""prison"",""rabies"",""miracle"",""duct"",""rainbow"",""cash"",""suicide"",""torture"",""stove"",""depression"",""murderer"",""funeral"",""bumble"",""leprosy"",""graduate"",""suffocate"",""broom"",""laughter"",""mother"",""volcano"",""paradise"",""love"",""romantic"",""treasure"",""promotion"",""knitting""],""thisRetrieval"":""slaughter\nsweetheart\npecan\nlice\nbaby\nrape\nrabies\nmurderer\ndepression\nrejected\nprison\nlove\nromantic\nsuicide\nduct\n"",""theseComments"":[],""theseResults"":[1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0],""thisManip"":"""",""theseEmos"":[""negative"",""positive"",""neutral"",""negative"",""positive"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""negative"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""negative"",""forgotten"",""forgotten"",""forgotten"",""negative"",""negative"",""forgotten"",""neutral"",""forgotten"",""forgotten"",""negative"",""forgotten"",""forgotten"",""negative"",""negative"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""positive"",""forgotten"",""forgotten"",""forgotten"",""positive"",""positive"",""forgotten"",""forgotten"",""forgotten""],""stimDur"":2000,""ITI"":1000,""numpos"":5,""numneg"":9,""numneut"":2}"
3UEDKCTP9VQSZE86QJFHRRFFFRL7KU,P45: emotional memory demo,Sun May 15 15:34:08 PDT 2016,Sun May 15 15:41:17 PDT 2016,"{""trials"":[],""thisList"":[""mother"",""promotion"",""slaughter"",""funeral"",""romantic"",""coyote"",""laughter"",""prison"",""vomit"",""hunter"",""baby"",""contents"",""miracle"",""rape"",""duct"",""freezer"",""knitting"",""fingerprint"",""suicide"",""murderer"",""volcano"",""depression"",""cash"",""paradise"",""hairdryer"",""graduate"",""leprosy"",""stove"",""award"",""bumble"",""hammer"",""rainbow"",""kiss"",""torture"",""lice"",""broom"",""love"",""seasick"",""rabies"",""treasure"",""rejected"",""curtains"",""sweetheart"",""suffocate"",""pecan""],""thisRetrieval"":""mother\nslaughter\npromotion\nrape\ncoyote\nhunting\nprison\njail\n"",""theseComments"":[],""theseResults"":[1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],""thisManip"":"""",""theseEmos"":[""positive"",""positive"",""negative"",""forgotten"",""forgotten"",""neutral"",""positive"",""negative"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""negative"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten""],""stimDur"":2000,""ITI"":1000,""numpos"":3,""numneg"":3,""numneut"":1}"
3UEDKCTP9VQSZE86QJFHRRFFFRL7KU,P45: emotional memory demo,Sun May 15 16:33:20 PDT 2016,Sun May 15 16:38:02 PDT 2016,"{""trials"":[],""thisList"":[""promotion"",""kiss"",""baby"",""curtains"",""rabies"",""love"",""sweetheart"",""leprosy"",""rejected"",""murderer"",""rainbow"",""torture"",""mother"",""hammer"",""depression"",""prison"",""paradise"",""funeral"",""pecan"",""contents"",""duct"",""miracle"",""cash"",""seasick"",""stove"",""suicide"",""award"",""graduate"",""fingerprint"",""romantic"",""freezer"",""volcano"",""slaughter"",""vomit"",""broom"",""hairdryer"",""knitting"",""coyote"",""rape"",""treasure"",""lice"",""hunter"",""bumble"",""suffocate"",""laughter""],""thisRetrieval"":""promotion kiss baby love leprosy murder rape slaughter suffocate rainbow laughter "",""theseComments"":[],""theseResults"":[1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1],""thisManip"":"""",""theseEmos"":[""positive"",""positive"",""positive"",""forgotten"",""forgotten"",""positive"",""forgotten"",""negative"",""forgotten"",""forgotten"",""positive"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""negative"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""negative"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""negative"",""positive""],""stimDur"":2000,""ITI"":1000,""numpos"":6,""numneg"":4,""numneut"":0}"
3UEDKCTP9VQSZE86QJFHRRFFFRL7KU,P45: emotional memory demo,Sun May 15 17:03:23 PDT 2016,Sun May 15 17:08:33 PDT 2016,"{""trials"":[],""thisList"":[""hammer"",""leprosy"",""coyote"",""volcano"",""fingerprint"",""kiss"",""rejected"",""sweetheart"",""love"",""torture"",""prison"",""rainbow"",""contents"",""freezer"",""funeral"",""pecan"",""stove"",""hunter"",""baby"",""bumble"",""cash"",""laughter"",""mother"",""curtains"",""broom"",""suffocate"",""award"",""depression"",""rabies"",""suicide"",""seasick"",""miracle"",""slaughter"",""treasure"",""knitting"",""vomit"",""duct"",""graduate"",""promotion"",""lice"",""hairdryer"",""rape"",""paradise"",""murderer"",""romantic""],""thisRetrieval"":""sweetheart, love, murderer, depression, kiss, duct, coyote, leprosy, contents, paradise"",""theseComments"":[],""theseResults"":[0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0],""thisManip"":"""",""theseEmos"":[""forgotten"",""negative"",""neutral"",""forgotten"",""forgotten"",""positive"",""forgotten"",""positive"",""positive"",""forgotten"",""forgotten"",""forgotten"",""neutral"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""negative"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""neutral"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""positive"",""negative"",""forgotten""],""stimDur"":2000,""ITI"":1000,""numpos"":4,""numneg"":3,""numneut"":3}"
3UEDKCTP9VQSZE86QJFHRRFFFRL7KU,P45: emotional memory demo,Sun May 15 23:47:14 PDT 2016,Sun May 15 23:51:56 PDT 2016,"{""trials"":[],""thisList"":[""duct"",""fingerprint"",""lice"",""baby"",""hunter"",""freezer"",""rainbow"",""funeral"",""award"",""kiss"",""rejected"",""stove"",""suicide"",""contents"",""knitting"",""rape"",""seasick"",""leprosy"",""vomit"",""broom"",""paradise"",""hairdryer"",""suffocate"",""treasure"",""sweetheart"",""promotion"",""rabies"",""murderer"",""mother"",""curtains"",""hammer"",""miracle"",""cash"",""depression"",""torture"",""romantic"",""coyote"",""pecan"",""laughter"",""prison"",""volcano"",""love"",""bumble"",""slaughter"",""graduate""],""thisRetrieval"":""graduate rainbow baby promotion volcano torture rape suicide mother hairdryer coyote hunter murder duct "",""theseComments"":[],""theseResults"":[1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1],""thisManip"":"""",""theseEmos"":[""neutral"",""forgotten"",""forgotten"",""positive"",""neutral"",""forgotten"",""positive"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""negative"",""forgotten"",""forgotten"",""negative"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""neutral"",""forgotten"",""forgotten"",""forgotten"",""positive"",""forgotten"",""forgotten"",""positive"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""negative"",""forgotten"",""neutral"",""forgotten"",""forgotten"",""forgotten"",""neutral"",""forgotten"",""forgotten"",""forgotten"",""positive""],""stimDur"":2000,""ITI"":1000,""numpos"":5,""numneg"":3,""numneut"":5}"
3UEDKCTP9VQSZE86QJFHRRFFFRL7KU,P45: emotional memory demo,Mon May 16 02:34:39 PDT 2016,Mon May 16 02:41:12 PDT 2016,"{""trials"":[],""thisList"":[""graduate"",""fingerprint"",""broom"",""promotion"",""kiss"",""award"",""rape"",""baby"",""laughter"",""freezer"",""suicide"",""knitting"",""contents"",""volcano"",""rejected"",""miracle"",""suffocate"",""love"",""cash"",""pecan"",""duct"",""slaughter"",""prison"",""sweetheart"",""rainbow"",""treasure"",""hammer"",""seasick"",""leprosy"",""hairdryer"",""lice"",""murderer"",""mother"",""bumble"",""coyote"",""hunter"",""torture"",""vomit"",""stove"",""romantic"",""curtains"",""paradise"",""depression"",""funeral"",""rabies""],""thisRetrieval"":""graduate\nmurderer\nleprosy\nkiss\nbroom\nmother"",""theseComments"":[],""theseResults"":[1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0],""thisManip"":"""",""theseEmos"":[""positive"",""forgotten"",""neutral"",""forgotten"",""positive"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""negative"",""forgotten"",""forgotten"",""negative"",""positive"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten""],""stimDur"":2000,""ITI"":1000,""numpos"":3,""numneg"":2,""numneut"":1}"
3UEDKCTP9VQSZE86QJFHRRFFFRL7KU,P45: emotional memory demo,Mon May 16 12:28:15 PDT 2016,Mon May 16 12:32:03 PDT 2016,"{""trials"":[],""thisList"":[""funeral"",""freezer"",""paradise"",""cash"",""graduate"",""stove"",""vomit"",""torture"",""bumble"",""hunter"",""treasure"",""volcano"",""rejected"",""award"",""hairdryer"",""broom"",""baby"",""romantic"",""promotion"",""love"",""suffocate"",""murderer"",""knitting"",""kiss"",""contents"",""miracle"",""duct"",""sweetheart"",""mother"",""hammer"",""prison"",""rape"",""depression"",""curtains"",""laughter"",""slaughter"",""suicide"",""coyote"",""rabies"",""leprosy"",""rainbow"",""fingerprint"",""lice"",""pecan"",""seasick""],""thisRetrieval"":""Rape, depression, coyote, stove, kiss, knitting, marriage"",""theseComments"":[],""theseResults"":[0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0],""thisManip"":"""",""theseEmos"":[""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""neutral"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""neutral"",""positive"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""negative"",""negative"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""neutral"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten""],""stimDur"":2000,""ITI"":1000,""numpos"":1,""numneg"":2,""numneut"":3}"
3UEDKCTP9VQSZE86QJFHRRFFFRL7KU,P45: emotional memory demo,Mon May 16 13:04:29 PDT 2016,Mon May 16 13:10:42 PDT 2016,"{""trials"":[],""thisList"":[""treasure"",""duct"",""graduate"",""sweetheart"",""depression"",""rejected"",""bumble"",""suffocate"",""funeral"",""kiss"",""contents"",""rainbow"",""slaughter"",""volcano"",""seasick"",""stove"",""prison"",""coyote"",""suicide"",""hammer"",""cash"",""baby"",""love"",""paradise"",""fingerprint"",""broom"",""freezer"",""pecan"",""murderer"",""rabies"",""lice"",""mother"",""award"",""promotion"",""hairdryer"",""hunter"",""curtains"",""knitting"",""laughter"",""leprosy"",""romantic"",""miracle"",""vomit"",""rape"",""torture""],""thisRetrieval"":""mother\naward\nlice\nfuneral\nrape\ntorture\nbumble\nsweetheart\nkiss\ndepression\nvolcano\ntreasure\nduct\nprison\ncurtain"",""theseComments"":[],""theseResults"":[1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1],""thisManip"":"""",""theseEmos"":[""positive"",""neutral"",""forgotten"",""positive"",""negative"",""forgotten"",""neutral"",""forgotten"",""negative"",""positive"",""forgotten"",""forgotten"",""forgotten"",""neutral"",""forgotten"",""forgotten"",""negative"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""negative"",""positive"",""positive"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""negative"",""negative""],""stimDur"":2000,""ITI"":1000,""numpos"":5,""numneg"":6,""numneut"":3}"
3UEDKCTP9VQSZE86QJFHRRFFFRL7KU,P45: emotional memory demo,Mon May 16 15:43:51 PDT 2016,Mon May 16 15:49:15 PDT 2016,"{""trials"":[],""thisList"":[""murderer"",""sweetheart"",""vomit"",""funeral"",""mother"",""hammer"",""suicide"",""laughter"",""treasure"",""miracle"",""pecan"",""contents"",""graduate"",""romantic"",""promotion"",""hairdryer"",""cash"",""kiss"",""suffocate"",""prison"",""fingerprint"",""paradise"",""rejected"",""leprosy"",""rape"",""stove"",""knitting"",""duct"",""rainbow"",""hunter"",""slaughter"",""seasick"",""rabies"",""coyote"",""volcano"",""bumble"",""depression"",""baby"",""broom"",""love"",""torture"",""freezer"",""lice"",""curtains"",""award""],""thisRetrieval"":""Rape,pecan, murderer, slaughter, rabies, love, relationship, cash, leprosy, "",""theseComments"":[],""theseResults"":[1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0],""thisManip"":"""",""theseEmos"":[""negative"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""positive"",""forgotten"",""forgotten"",""neutral"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""positive"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""negative"",""negative"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""negative"",""forgotten"",""negative"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""positive"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten""],""stimDur"":2000,""ITI"":1000,""numpos"":3,""numneg"":5,""numneut"":1}"
3UEDKCTP9VQSZE86QJFHRRFFFRL7KU,P45: emotional memory demo,Tue May 17 02:33:18 PDT 2016,Tue May 17 02:38:14 PDT 2016,"{""trials"":[],""thisList"":[""rejected"",""love"",""hammer"",""mother"",""paradise"",""depression"",""leprosy"",""rainbow"",""knitting"",""rabies"",""torture"",""funeral"",""rape"",""murderer"",""slaughter"",""romantic"",""graduate"",""freezer"",""prison"",""kiss"",""volcano"",""seasick"",""pecan"",""treasure"",""sweetheart"",""miracle"",""cash"",""award"",""suffocate"",""suicide"",""vomit"",""bumble"",""curtains"",""fingerprint"",""stove"",""lice"",""baby"",""contents"",""broom"",""coyote"",""hairdryer"",""hunter"",""duct"",""laughter"",""promotion""],""thisRetrieval"":""love hammer mother depression leprosy rainbow knitting freezer prison sandbox death rape murderer slaughter romance baby "",""theseComments"":[],""theseResults"":[0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0],""thisManip"":"""",""theseEmos"":[""forgotten"",""positive"",""neutral"",""positive"",""forgotten"",""negative"",""negative"",""positive"",""neutral"",""forgotten"",""forgotten"",""forgotten"",""negative"",""negative"",""negative"",""forgotten"",""forgotten"",""neutral"",""negative"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""positive"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""positive"",""forgotten""],""stimDur"":2000,""ITI"":1000,""numpos"":5,""numneg"":6,""numneut"":3}"
3UEDKCTP9VQSZE86QJFHRRFFFRL7KU,P45: emotional memory demo,Tue May 17 06:07:49 PDT 2016,Tue May 17 06:15:45 PDT 2016,"{""trials"":[],""thisList"":[""suffocate"",""torture"",""rabies"",""vomit"",""prison"",""award"",""funeral"",""seasick"",""hunter"",""rejected"",""lice"",""contents"",""depression"",""suicide"",""murderer"",""freezer"",""kiss"",""baby"",""bumble"",""hammer"",""hairdryer"",""stove"",""coyote"",""miracle"",""treasure"",""knitting"",""cash"",""leprosy"",""volcano"",""graduate"",""fingerprint"",""mother"",""rape"",""romantic"",""paradise"",""love"",""slaughter"",""curtains"",""laughter"",""promotion"",""duct"",""pecan"",""broom"",""sweetheart"",""rainbow""],""thisRetrieval"":""duck\npecan\nrainbow\nkiss\nmother\nmurderer\nfreezer\nsuicide\ntorture\ncoyote\naward\ngraduate\nrabies\nlice\nsuffocate\nparadise"",""theseComments"":[],""theseResults"":[1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1],""thisManip"":"""",""theseEmos"":[""negative"",""negative"",""negative"",""forgotten"",""forgotten"",""positive"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""negative"",""forgotten"",""forgotten"",""negative"",""negative"",""neutral"",""positive"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""neutral"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""positive"",""forgotten"",""positive"",""forgotten"",""forgotten"",""positive"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""neutral"",""forgotten"",""forgotten"",""positive""],""stimDur"":2000,""ITI"":1000,""numpos"":6,""numneg"":6,""numneut"":3}"
3UEDKCTP9VQSZE86QJFHRRFFFRL7KU,P45: emotional memory demo,Tue May 17 11:38:12 PDT 2016,Tue May 17 11:44:14 PDT 2016,"{""trials"":[],""thisList"":[""rabies"",""funeral"",""hammer"",""fingerprint"",""depression"",""love"",""lice"",""hunter"",""promotion"",""curtains"",""sweetheart"",""laughter"",""contents"",""freezer"",""leprosy"",""romantic"",""stove"",""rejected"",""seasick"",""slaughter"",""rape"",""mother"",""volcano"",""murderer"",""baby"",""torture"",""graduate"",""pecan"",""prison"",""rainbow"",""bumble"",""paradise"",""suffocate"",""duct"",""coyote"",""award"",""miracle"",""suicide"",""knitting"",""treasure"",""hairdryer"",""cash"",""broom"",""vomit"",""kiss""],""thisRetrieval"":""vomit, kiss, hammer, love, suicide, rape, mother, baby, slaughter, seasick, romantic, laughter, sweetheart, murderer, rainbow, paradise, curtains, promotion, hunter"",""theseComments"":[],""theseResults"":[0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1],""thisManip"":"""",""theseEmos"":[""forgotten"",""forgotten"",""neutral"",""forgotten"",""forgotten"",""positive"",""forgotten"",""neutral"",""positive"",""neutral"",""positive"",""positive"",""forgotten"",""forgotten"",""forgotten"",""positive"",""forgotten"",""forgotten"",""negative"",""negative"",""negative"",""positive"",""forgotten"",""negative"",""positive"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""positive"",""forgotten"",""positive"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""negative"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""negative"",""positive""],""stimDur"":2000,""ITI"":1000,""numpos"":10,""numneg"":6,""numneut"":3}"
3UEDKCTP9VQSZE86QJFHRRFFFRL7KU,P45: emotional memory demo,Tue May 17 12:29:31 PDT 2016,Tue May 17 12:39:23 PDT 2016,"{""trials"":[],""thisList"":[""prison"",""mother"",""hairdryer"",""rainbow"",""suicide"",""suffocate"",""sweetheart"",""seasick"",""rape"",""murderer"",""leprosy"",""lice"",""slaughter"",""contents"",""paradise"",""promotion"",""knitting"",""rejected"",""freezer"",""funeral"",""kiss"",""cash"",""graduate"",""fingerprint"",""laughter"",""romantic"",""hunter"",""broom"",""stove"",""baby"",""coyote"",""vomit"",""rabies"",""award"",""duct"",""treasure"",""curtains"",""hammer"",""love"",""bumble"",""depression"",""torture"",""volcano"",""miracle"",""pecan""],""thisRetrieval"":""pecan, mother, suicide, rape, promotion, leprosy, prison, hairdryer, rainbow, funeral, paradise, hammer, "",""theseComments"":[],""theseResults"":[1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1],""thisManip"":"""",""theseEmos"":[""negative"",""positive"",""neutral"",""positive"",""negative"",""forgotten"",""forgotten"",""forgotten"",""negative"",""forgotten"",""negative"",""forgotten"",""forgotten"",""forgotten"",""positive"",""positive"",""forgotten"",""forgotten"",""forgotten"",""negative"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""neutral"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""neutral""],""stimDur"":2000,""ITI"":1000,""numpos"":4,""numneg"":5,""numneut"":3}"
3UEDKCTP9VQSZE86QJFHRRFFFRL7KU,P45: emotional memory demo,Tue May 17 21:10:25 PDT 2016,Tue May 17 21:16:46 PDT 2016,"{""trials"":[],""thisList"":[""miracle"",""torture"",""contents"",""slaughter"",""fingerprint"",""laughter"",""duct"",""rainbow"",""hammer"",""murderer"",""volcano"",""kiss"",""hairdryer"",""suffocate"",""funeral"",""graduate"",""seasick"",""rejected"",""rabies"",""prison"",""leprosy"",""vomit"",""lice"",""hunter"",""romantic"",""promotion"",""broom"",""treasure"",""curtains"",""baby"",""freezer"",""sweetheart"",""award"",""rape"",""knitting"",""paradise"",""coyote"",""bumble"",""suicide"",""depression"",""pecan"",""love"",""stove"",""cash"",""mother""],""thisRetrieval"":""Miracle duct hammer murder volcano romantic suffocate suicide depression love rainbow laughter fingerprints mother slaughter "",""theseComments"":[],""theseResults"":[1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1],""thisManip"":"""",""theseEmos"":[""positive"",""forgotten"",""forgotten"",""negative"",""neutral"",""positive"",""neutral"",""positive"",""neutral"",""forgotten"",""neutral"",""forgotten"",""forgotten"",""negative"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""positive"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""forgotten"",""negative"",""negative"",""forgotten"",""positive"",""forgotten"",""forgotten"",""positive""],""stimDur"":2000,""ITI"":1000,""numpos"":6,""numneg"":4,""numneut"":4}"
